#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-10-20T23:47:44 [V7.33.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-10-20T23:47:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/152/50/table3&-order=I&LEDA=LEDA&-out=Dist&-out=e_DM&-out=HV&2M=2M&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51520050
#Name: J/AJ/152/50
#Title: Cosmicflows-3 catalog (CF3) (Tully+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/aj/152/50	    IVOID of underlying data collection
#INFO	creator=Tully R.B.	    First author or institution
#INFO	cites=bibcode:2016AJ....152...50T	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/152/50	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51520050	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-08-24	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_152_50_table3:
#Name: J/AJ/152/50/table3
#Title: Individual galaxy properties
#Column	Dist	(F6.2)	[0.05/517.7] Luminosity distance measurement for the individual galaxy (d) (1)	[ucd=pos.distance;pos.heliocentric]
#Column	e_DM	(F5.2)	[0.1/0.6] One standard deviation uncertainty in DM ({epsilon}_{mu}_) (2)	[ucd=stat.error]
#Column	HV	(I5)	[-376/34770] Heliocentric Velocity (V_h_)	[ucd=spect.dopplerVeloc;pos.heliocentric]
Dist	e_DM	HV
 82.04	 0.50	10067
129.42	 0.50	10821
108.14	 0.50	 8080
 85.90	 0.40	 8080
108.14	 0.50	 9206
122.46	 0.50	 8738
157.04	 0.50	10828
126.47	 0.50	 9266
 77.27	 0.50	 6328
245.47	 0.50	11429
112.20	 0.50	 9578
 91.20	 0.17	 8413
145.21	 0.40	13239
136.77	 0.50	 9537
116.95	 0.50	 8963
190.55	 0.50	12394
159.22	 0.50	12903
165.20	 0.50	12702
219.79	 0.50	12544
123.03	 0.50	11599
197.70	 0.40	13973
152.76	 0.40	15237
186.21	 0.40	10540
165.20	 0.40	10419
181.97	 0.40	10820
232.27	 0.50	12490
185.35	 0.50	11436
292.42	 0.50	11195
147.23	 0.50	11235
147.91	 0.50	12394
157.04	 0.40	11521
159.96	 0.50	14507
311.89	 0.50	12682
160.69	 0.50	14690
159.96	 0.50	14118
109.14	 0.50	 8317
153.46	 0.50	13185
207.97	 0.50	11145
128.23	 0.50	15951
117.49	 0.50	 9258
118.58	 0.40	 9118
145.21	 0.50	10462
139.96	 0.50	10705
192.31	 0.50	13131
183.65	 0.50	11920
189.67	 0.50	13186
135.52	 0.50	13593
173.78	 0.50	13050
132.43	 0.50	11398
133.05	 0.50	12416
134.28	 0.50	13588
233.35	 0.50	15288
154.88	 0.50	11619
139.32	 0.50	10670
130.62	 0.46	10208
131.83	 0.46	 9218
100.93	 0.50	 8197
124.74	 0.50	 9402
125.31	 0.50	10039
238.78	 0.50	16842
 89.13	 0.50	 8661
285.76	 0.50	20377
283.14	 0.50	19510
284.45	 0.50	20108
285.76	 0.50	20338
170.61	 0.50	12238
168.27	 0.50	10364
168.27	 0.50	10344
169.82	 0.50	11630
102.33	 0.50	 9026
127.64	 0.35	 9553
142.56	 0.35	12615
242.10	 0.50	14060
177.01	 0.50	17815
114.82	 0.50	 9330
204.17	 0.50	17476
260.62	 0.50	15641
175.39	 0.50	11949
264.24	 0.50	13212
145.88	 0.50	11404
127.64	 0.50	 9950
127.64	 0.50	 9955
293.76	 0.50	26852
132.43	 0.50	11888
133.66	 0.50	13391
133.66	 0.50	12928
177.83	 0.50	14332
177.83	 0.50	13809
201.37	 0.50	 9830
103.75	 0.50	 9506
104.23	 0.50	 9707
145.21	 0.50	11527
118.58	 0.50	10541
117.49	 0.50	 9720
118.58	 0.50	10969
118.03	 0.50	 9974
123.59	 0.50	 8492
291.07	 0.50	18185
123.03	 0.50	 9784
123.03	 0.50	 9740
185.35	 0.50	15509
185.35	 0.50	14819
 80.17	 0.50	 7683
 80.17	 0.50	 7559
161.44	 0.50	11344
168.27	 0.50	11578
169.82	 0.50	12597
169.04	 0.50	11808
169.82	 0.50	13190
168.27	 0.50	11694
269.15	 0.50	28017
168.27	 0.50	11787
167.49	 0.50	11047
169.82	 0.50	12542
169.82	 0.50	12882
  3.37	 0.16	   11
168.27	 0.50	11591
169.82	 0.50	12730
169.82	 0.50	12644
270.40	 0.40	15901
244.34	 0.40	16428
288.40	 0.40	17207
266.69	 0.40	16837
148.59	 0.50	12942
150.66	 0.50	11182
263.03	 0.50	11866
159.22	 0.50	12686
125.89	 0.50	10796
118.03	 0.35	11555
189.67	 0.50	12620
193.20	 0.50	12599
152.76	 0.50	11678
181.97	 0.50	10326
121.34	 0.35	12212
111.69	 0.50	10866
159.96	 0.35	11632
198.61	 0.50	11956
172.19	 0.50	12464
138.04	 0.50	10088
 91.20	 0.50	10595
200.45	 0.50	10813
114.82	 0.50	10968
 93.33	 0.50	10972
170.61	 0.50	13052
150.66	 0.50	12383
 41.88	 0.54	 4470
 39.26	 0.54	 4380
 48.53	 0.54	 3465
 82.79	 0.54	 5127
 39.26	 0.54	 2750
302.00	 0.50	16463
184.50	 0.50	15173
247.74	 0.50	14465
143.22	 0.50	13861
103.75	 0.40	 8152
198.61	 0.40	14536
217.77	 0.50	14563
232.27	 0.50	14200
120.78	 0.50	13094
181.97	 0.50	15414
153.46	 0.50	15031
189.67	 0.50	13889
217.77	 0.40	15425
207.01	 0.50	15727
224.91	 0.50	12406
200.45	 0.50	13641
141.25	 0.50	13122
200.45	 0.50	14975
245.47	 0.40	15884
176.20	 0.50	13444
337.29	 0.40	14637
215.77	 0.40	13884
141.25	 0.50	15366
200.45	 0.50	15292
134.28	 0.50	14750
190.55	 0.40	13576
218.78	 0.50	14582
177.01	 0.50	13849
133.05	 0.50	15118
233.35	 0.50	16095
163.68	 0.50	14846
136.14	 0.40	13771
202.30	 0.40	15942
332.66	 0.50	12936
389.05	 0.50	15304
 55.98	 0.50	 4040
207.01	 0.50	13045
147.23	 0.40	13490
338.84	 0.50	13445
165.20	 0.40	14334
157.76	 0.50	15652
176.20	 0.50	13173
182.81	 0.50	15347
265.46	 0.50	14172
190.55	 0.40	13443
251.19	 0.50	13179
275.42	 0.50	14200
155.60	 0.50	15729
266.69	 0.50	15658
180.30	 0.50	13018
264.24	 0.50	14454
197.70	 0.50	15108
281.84	 0.50	13226
 97.27	 0.40	12646
172.98	 0.50	14389
216.77	 0.50	15687
185.35	 0.50	16274
257.04	 0.50	14809
141.25	 0.50	11204
217.77	 0.50	14917
209.89	 0.50	12846
191.43	 0.50	15489
176.20	 0.50	12312
 45.92	 0.54	 4364
211.84	 0.50	15826
127.06	 0.50	15398
118.58	 0.50	11989
155.60	 0.50	14375
 92.47	 0.50	 8680
 96.83	 0.50	 6840
125.89	 0.50	 9078
164.44	 0.50	13047
 55.46	 0.50	 6578
134.28	 0.50	11428
108.64	 0.50	 8660
399.94	 0.50	16122
231.21	 0.50	15317
302.00	 0.50	15315
120.78	 0.50	11651
118.03	 0.50	 9521
149.28	 0.50	14312
 95.50	 0.50	 7695
139.96	 0.50	 9128
118.58	 0.50	 9494
244.34	 0.50	16100
151.36	 0.50	14140
 81.28	 0.50	 5309
124.74	 0.50	 8998
228.03	 0.50	16084
113.24	 0.50	10901
163.68	 0.50	12821
134.90	 0.50	13135
 59.70	 0.50	 6484
 47.64	 0.50	 5652
 59.70	 0.50	 5837
101.39	 0.50	 5932
165.20	 0.50	14122
165.20	 0.50	10255
182.81	 0.50	16142
120.23	 0.50	 8954
191.43	 0.50	10381
215.77	 0.50	15194
304.79	 0.50	14602
203.24	 0.50	10411
184.50	 0.50	12590
181.97	 0.50	12803
264.24	 0.50	14934
276.69	 0.50	15258
289.73	 0.50	15472
184.50	 0.50	 8703
209.89	 0.50	12464
252.35	 0.50	14595
151.36	 0.50	14353
413.05	 0.50	14193
307.61	 0.50	14759
215.77	 0.50	14976
293.76	 0.50	15248
146.55	 0.50	12454
236.59	 0.50	14280
276.69	 0.50	15748
320.63	 0.50	15611
297.85	 0.20	22270
208.93	 0.50	10897
159.22	 0.50	10769
177.01	 0.50	15093
335.74	 0.50	15377
136.14	 0.50	11432
151.36	 0.50	10818
151.36	 0.50	11524
141.91	 0.50	14132
265.46	 0.50	 9576
167.49	 0.50	12598
223.87	 0.50	 9819
175.39	 0.50	 9438
168.27	 0.50	10127
142.56	 0.50	11106
109.14	 0.50	12042
138.68	 0.50	 9104
251.19	 0.50	16251
223.87	 0.50	15484
180.30	 0.50	15636
204.17	 0.50	15587
236.59	 0.50	15114
 99.08	 0.20	 5478
299.23	 0.40	18813
239.88	 0.40	15912
 81.28	 0.50	 8396
142.56	 0.50	10728
130.02	 0.50	12278
 85.11	 0.50	 8522
 86.30	 0.50	 7888
245.47	 0.50	15348
277.97	 0.50	10019
 75.86	 0.50	 8094
136.14	 0.50	12172
136.14	 0.50	 9191
167.49	 0.50	10839
131.22	 0.50	11656
138.04	 0.50	12799
153.46	 0.50	12719
165.20	 0.50	12374
179.47	 0.50	14805
144.54	 0.50	11667
130.02	 0.50	 9728
125.31	 0.50	 9854
152.05	 0.50	11726
 68.55	 0.50	 8077
 83.18	 0.50	 8550
126.47	 0.50	12267
130.62	 0.50	10175
251.19	 0.50	14097
224.91	 0.50	14137
392.65	 0.50	16046
109.65	 0.50	 9208
122.46	 0.50	 7966
137.40	 0.50	11135
111.69	 0.50	 8946
 85.90	 0.50	 9096
177.83	 0.50	10175
296.48	 0.50	12063
 71.12	 0.50	 8318
106.66	 0.50	 8120
 86.70	 0.50	 7917
111.69	 0.50	11290
194.98	 0.50	11512
 87.50	 0.50	 7208
314.78	 0.50	13394
208.93	 0.50	14891
187.07	 0.50	13534
142.56	 0.50	13529
189.67	 0.50	13931
131.22	 0.50	 7355
144.54	 0.50	14338
 76.21	 0.50	 8290
162.93	 0.50	15726
152.05	 0.50	14298
 85.51	 0.50	 7575
136.77	 0.50	12288
285.76	 0.50	15912
110.15	 0.50	 8353
 75.51	 0.50	 8113
177.01	 0.50	12259
132.43	 0.50	15329
158.49	 0.50	14528
145.21	 0.50	12282
 99.08	 0.50	12154
245.47	 0.50	14922
168.27	 0.50	13577
114.82	 0.50	 8178
169.04	 0.50	 9722
138.04	 0.50	10277
170.61	 0.50	12819
214.78	 0.50	12275
 95.06	 0.50	 7861
133.66	 0.50	 9955
198.61	 0.50	10474
 94.62	 0.50	 9578
152.05	 0.50	11413
108.14	 0.50	10025
165.96	 0.50	 9324
175.39	 0.50	 9312
156.31	 0.50	 8275
171.40	 0.50	10313
115.88	 0.50	 8341
148.59	 0.50	14248
120.78	 0.50	10174
 94.19	 0.50	 7740
116.95	 0.35	 8482
113.76	 0.50	 8708
 76.91	 0.50	 8670
 99.54	 0.50	 8367
122.46	 0.50	10535
157.76	 0.50	 8211
 96.83	 0.50	 5257
186.21	 0.50	15330
 53.21	 0.50	 5940
132.43	 0.50	16156
240.99	 0.50	16391
 98.17	 0.50	 8246
152.05	 0.50	13855
187.07	 0.50	13633
130.02	 0.40	10148
181.97	 0.50	13184
119.67	 0.50	 8444
166.72	 0.50	11744
173.78	 0.50	13134
108.64	 0.50	14863
169.82	 0.50	10186
110.66	 0.50	 7087
222.84	 0.50	12783
144.54	 0.50	12885
124.17	 0.50	12491
136.77	 0.50	12768
235.50	 0.50	12853
152.05	 0.50	14203
233.35	 0.50	12723
125.89	 0.50	14373
170.61	 0.50	14057
225.94	 0.50	10553
169.82	 0.50	12683
156.31	 0.50	12795
218.78	 0.50	12881
127.64	 0.50	 7365
144.54	 0.50	14891
181.13	 0.50	14354
176.20	 0.50	14546
258.23	 0.50	14955
166.72	 0.50	15456
252.35	 0.50	15894
116.95	 0.50	 7539
194.09	 0.50	14827
288.40	 0.50	14879
141.25	 0.50	11643
184.50	 0.50	15884
164.44	 0.50	10273
107.15	 0.50	 9504
274.16	 0.50	15542
152.05	 0.50	12376
102.33	 0.50	16267
183.65	 0.50	16269
113.76	 0.50	11080
110.66	 0.50	 9669
158.49	 0.50	15952
 86.70	 0.50	 5017
134.28	 0.50	 7631
103.28	 0.50	10807
139.32	 0.50	12608
202.30	 0.50	15035
103.75	 0.50	 8377
136.14	 0.50	10032
107.15	 0.50	11244
136.14	 0.50	11706
252.35	 0.50	16015
123.03	 0.50	 8659
111.17	 0.50	10318
172.19	 0.50	15808
167.49	 0.50	11910
177.01	 0.50	12035
190.55	 0.50	14357
171.40	 0.50	13901
200.45	 0.50	13802
157.04	 0.50	 9932
291.07	 0.50	15211
230.14	 0.50	14935
261.82	 0.50	14812
130.62	 0.50	 9862
195.88	 0.50	13069
115.88	 0.50	 8207
116.95	 0.50	 9198
172.98	 0.50	16241
244.34	 0.50	16230
232.27	 0.50	16148
304.79	 0.50	16339
 76.56	 0.50	 9282
334.19	 0.50	15093
254.68	 0.50	14150
114.29	 0.50	12489
169.04	 0.50	 9185
143.88	 0.50	14080
153.46	 0.50	11004
272.90	 0.50	13943
149.97	 0.40	10303
152.05	 0.40	 9724
103.75	 0.50	 5067
133.66	 0.50	13432
200.45	 0.50	14137
112.20	 0.50	 7248
 97.72	 0.50	 7473
210.86	 0.50	16146
216.77	 0.50	14972
300.61	 0.50	15127
211.84	 0.50	15178
223.87	 0.50	15526
195.88	 0.50	14046
163.68	 0.50	14613
196.79	 0.50	14339
376.70	 0.50	14443
134.28	 0.50	14260
 98.63	 0.50	 9034
221.82	 0.50	16107
214.78	 0.50	14122
236.59	 0.50	16187
177.01	 0.50	15752
314.78	 0.50	15556
149.97	 0.50	15819
204.17	 0.50	16052
177.01	 0.50	 8605
166.72	 0.50	10500
195.88	 0.50	10777
154.17	 0.50	10874
145.88	 0.50	10317
193.20	 0.50	15893
127.64	 0.50	15243
239.88	 0.50	16094
141.25	 0.50	 9957
259.42	 0.50	11043
202.30	 0.50	14674
304.79	 0.50	16088
166.72	 0.50	 9971
115.35	 0.40	 9021
191.43	 0.50	 8768
128.23	 0.50	 8777
192.31	 0.50	16209
 85.11	 0.50	 9925
116.95	 0.50	 9583
155.60	 0.50	14313
152.05	 0.50	15369
358.10	 0.50	15250
130.62	 0.50	 9378
108.14	 0.50	 7576
239.88	 0.50	15619
101.39	 0.50	 8871
226.99	 0.50	15338
191.43	 0.50	16025
194.09	 0.50	14248
228.03	 0.50	12810
137.40	 0.50	14201
216.77	 0.50	12028
209.89	 0.50	13710
139.32	 0.50	10533
131.22	 0.50	10522
127.06	 0.50	12481
215.77	 0.50	15451
250.03	 0.50	10218
216.77	 0.50	14742
145.21	 0.50	12951
205.12	 0.50	14122
122.46	 0.50	12795
162.18	 0.50	10252
177.01	 0.50	13408
 71.78	 0.50	 5142
207.97	 0.50	15128
146.55	 0.50	15400
108.14	 0.50	 9611
169.04	 0.50	14858
172.98	 0.50	12873
232.27	 0.50	14992
221.82	 0.50	15867
152.76	 0.50	14407
 87.50	 0.50	 9656
128.82	 0.50	 8552
247.74	 0.50	14863
171.40	 0.50	15821
358.10	 0.50	14153
306.20	 0.50	13015
211.84	 0.50	14742
311.89	 0.50	14850
204.17	 0.50	14210
123.59	 0.50	11895
171.40	 0.50	11314
144.54	 0.50	11464
124.17	 0.50	12749
 85.11	 0.50	10035
121.34	 0.50	15305
146.55	 0.50	 9984
220.80	 0.50	16142
142.56	 0.50	10115
194.98	 0.50	14973
102.80	 0.50	 9983
235.50	 0.50	15230
162.93	 0.50	12195
116.41	 0.50	 9182
183.65	 0.50	13472
136.14	 0.50	14564
206.06	 0.50	13865
270.40	 0.50	16268
128.23	 0.50	11433
217.77	 0.50	16215
169.04	 0.50	 9346
198.61	 0.50	13855
255.86	 0.50	13450
174.58	 0.50	12226
199.53	 0.50	14754
413.05	 0.50	15970
194.09	 0.50	14508
205.12	 0.50	14950
215.77	 0.50	15212
104.23	 0.50	13355
126.47	 0.50	14620
257.04	 0.50	15570
202.30	 0.50	13859
166.72	 0.50	13359
162.18	 0.50	13502
137.40	 0.50	 7730
 98.63	 0.50	 9086
107.15	 0.50	 8703
152.76	 0.50	 8848
263.03	 0.50	15829
174.58	 0.50	11064
 73.79	 0.50	 8302
204.17	 0.50	16140
288.40	 0.17	19210
252.35	 0.50	13440
198.61	 0.50	12412
134.28	 0.50	11631
172.98	 0.50	10179
196.79	 0.50	13072
 81.66	 0.50	 7567
145.21	 0.50	12348
175.39	 0.50	10913
121.34	 0.50	11153
113.24	 0.50	 9565
104.71	 0.50	 5322
 87.10	 0.50	 6250
107.65	 0.50	 6856
158.49	 0.50	12424
244.34	 0.50	12397
143.88	 0.50	 9992
 58.34	 0.50	 5551
131.83	 0.50	12848
224.91	 0.50	15218
112.20	 0.50	10291
128.23	 0.50	10360
215.77	 0.50	12919
117.49	 0.50	13197
107.15	 0.50	10408
119.67	 0.50	 9924
 89.54	 0.50	10035
136.14	 0.35	12637
148.59	 0.35	 9935
101.39	 0.50	12001
115.35	 0.50	 8708
235.50	 0.50	16154
111.69	 0.50	11647
195.88	 0.50	15958
 79.07	 0.50	 7092
130.62	 0.50	11644
128.23	 0.50	 8949
126.47	 0.50	 9788
257.04	 0.50	13572
147.91	 0.50	 9612
154.17	 0.50	15112
218.78	 0.50	15570
229.09	 0.50	15570
285.76	 0.50	15140
172.19	 0.50	15210
207.97	 0.50	15809
115.88	 0.50	 9918
259.42	 0.50	12594
110.66	 0.50	 9805
200.45	 0.50	11045
127.06	 0.50	 9935
112.20	 0.50	10377
240.99	 0.50	10583
126.47	 0.50	11171
226.99	 0.50	15791
174.58	 0.50	15869
 70.15	 0.50	 6473
200.45	 0.50	11917
149.97	 0.50	12826
226.99	 0.50	12665
177.83	 0.50	12453
130.62	 0.50	 9504
 98.17	 0.50	 9741
149.97	 0.50	12576
123.59	 0.50	10276
146.55	 0.50	14958
217.77	 0.50	15925
115.35	 0.50	 9046
115.35	 0.50	10691
224.91	 0.50	15633
 93.33	 0.50	10405
149.97	 0.50	10789
 83.56	 0.50	11095
147.23	 0.50	10345
243.22	 0.50	10441
143.22	 0.50	10584
108.14	 0.50	10011
138.68	 0.50	11148
193.20	 0.50	14686
240.99	 0.50	15030
131.83	 0.50	11060
157.04	 0.50	10808
224.91	 0.50	15836
226.99	 0.50	15973
186.21	 0.50	15924
228.03	 0.50	16200
246.60	 0.50	15511
230.14	 0.50	15814
221.82	 0.50	16058
162.93	 0.50	13216
186.21	 0.50	15820
187.07	 0.50	15770
194.09	 0.50	15963
116.41	 0.50	12901
252.35	 0.50	12465
271.64	 0.50	16386
182.81	 0.50	16174
199.53	 0.50	15714
219.79	 0.50	11886
159.96	 0.50	11864
214.78	 0.50	15394
133.66	 0.50	14818
138.68	 0.50	13179
205.12	 0.50	14133
173.78	 0.50	 9538
 67.92	 0.50	 4855
121.34	 0.50	 9043
141.25	 0.50	10356
138.04	 0.50	 7640
123.59	 0.50	 8800
 76.21	 0.50	 7722
152.05	 0.50	11323
135.52	 0.50	16006
147.23	 0.50	 9787
159.22	 0.50	15960
219.79	 0.50	12047
247.74	 0.50	11097
102.80	 0.50	 9724
176.20	 0.50	12550
177.01	 0.50	 9610
149.97	 0.50	12064
158.49	 0.50	12369
131.83	 0.50	12482
136.77	 0.50	10309
157.04	 0.50	10222
122.46	 0.50	12073
120.78	 0.50	 8878
116.41	 0.50	 9275
154.88	 0.50	 9404
142.56	 0.50	11806
180.30	 0.50	12786
119.67	 0.50	11938
181.97	 0.50	12548
142.56	 0.50	 9518
 76.21	 0.50	10566
115.35	 0.50	10596
141.25	 0.50	10359
 95.94	 0.50	10386
118.58	 0.50	15407
157.76	 0.50	15654
127.64	 0.50	 9748
127.06	 0.50	 9753
138.04	 0.50	 9816
100.93	 0.50	 8683
 90.78	 0.50	 9805
 90.36	 0.50	 7851
101.86	 0.50	 9894
108.64	 0.50	 6604
184.50	 0.50	 9543
 92.47	 0.50	 9608
141.25	 0.50	15899
141.91	 0.50	 9204
132.43	 0.50	 8783
199.53	 0.50	15237
108.14	 0.50	 9773
208.93	 0.50	15069
 87.50	 0.50	 9692
208.93	 0.50	14202
128.82	 0.50	 8263
171.40	 0.40	11414
 47.42	 0.40	 4033
163.68	 0.40	16761
217.77	 0.50	14508
220.80	 0.40	13785
121.34	 0.40	 6253
168.27	 0.40	13629
165.96	 0.40	10001
145.21	 0.40	 9566
 79.80	 0.40	 9500
141.25	 0.50	 9470
145.88	 0.40	 9458
191.43	 0.50	14564
 83.56	 0.50	 6513
172.98	 0.50	 9264
246.60	 0.40	15632
245.47	 0.40	17730
252.35	 0.40	15843
 92.47	 0.50	 8736
 71.12	 0.40	 5284
255.86	 0.50	15942
133.66	 0.50	14693
215.77	 0.50	16034
168.27	 0.50	14129
152.76	 0.40	 9767
153.46	 0.50	11873
125.31	 0.50	11873
168.27	 0.50	11645
168.27	 0.50	13245
194.09	 0.50	12514
147.91	 0.50	 8869
124.17	 0.50	 9325
244.34	 0.50	11908
155.60	 0.50	14394
272.90	 0.50	12966
139.32	 0.50	11543
210.86	 0.50	10707
139.96	 0.50	10097
178.65	 0.50	15914
145.88	 0.50	14941
167.49	 0.50	13301
171.40	 0.50	11935
222.84	 0.50	15389
182.81	 0.50	13582
175.39	 0.50	10886
203.24	 0.50	32927
198.61	 0.50	15314
172.98	 0.50	14892
168.27	 0.50	11312
127.06	 0.50	10042
228.03	 0.50	12261
172.19	 0.50	10729
123.03	 0.50	10802
200.45	 0.50	11446
 74.47	 0.40	 7065
 89.54	 0.40	 7552
106.17	 0.40	10459
128.82	 0.40	10279
 66.68	 0.40	 7580
 66.99	 0.30	 5092
165.20	 0.40	 9762
219.79	 0.40	10224
 78.70	 0.40	 6621
 89.95	 0.40	 6627
106.66	 0.40	 8989
331.13	 0.40	13714
161.44	 0.40	10872
134.28	 0.40	10177
172.19	 0.40	11438
178.65	 0.40	 8634
140.60	 0.50	10630
132.43	 0.40	 8994
159.96	 0.40	10141
236.59	 0.40	12933
263.03	 0.40	12868
134.90	 0.40	 9300
 98.63	 0.40	 6600
 92.47	 0.40	 6747
191.43	 0.40	11342
128.23	 0.50	11507
202.30	 0.50	10301
206.06	 0.50	 9252
220.80	 0.50	10417
189.67	 0.50	10972
131.83	 0.50	11840
198.61	 0.50	11860
266.69	 0.50	14520
120.78	 0.50	11726
169.04	 0.50	12556
233.35	 0.50	16140
165.20	 0.50	 8640
254.68	 0.50	13643
 99.08	 0.50	 6072
297.85	 0.50	16380
201.37	 0.50	10576
188.80	 0.50	14719
149.28	 0.50	11630
163.68	 0.50	10370
110.66	 0.50	10482
215.77	 0.50	16184
128.82	 0.50	12051
133.66	 0.50	12961
304.79	 0.50	16174
112.72	 0.50	 8843
176.20	 0.50	15745
272.90	 0.50	14808
254.68	 0.50	15678
171.40	 0.50	12796
337.29	 0.50	16082
113.76	 0.50	 7256
229.09	 0.50	11107
201.37	 0.50	13065
161.44	 0.50	11488
160.69	 0.50	 9559
202.30	 0.50	13814
164.44	 0.50	10223
150.66	 0.50	10243
108.64	 0.50	 8842
177.01	 0.50	11388
276.69	 0.50	10103
135.52	 0.50	 8333
142.56	 0.50	12172
147.91	 0.50	11941
258.23	 0.50	15892
112.72	 0.50	10638
182.81	 0.50	10207
 85.90	 0.50	 9275
 76.21	 0.50	 5378
246.60	 0.50	13663
190.55	 0.50	12068
148.59	 0.50	 9777
 55.46	 0.20	 3856
112.72	 0.50	 9967
 97.72	 0.50	 7918
124.74	 0.50	11447
128.82	 0.50	 8665
212.81	 0.50	11977
147.91	 0.50	11357
 78.70	 0.50	 8617
335.74	 0.50	14603
160.69	 0.50	 9832
130.62	 0.50	 9806
155.60	 0.50	 9176
147.23	 0.50	10044
 72.78	 0.50	 9231
135.52	 0.50	11015
173.78	 0.50	12774
178.65	 0.50	10993
 98.63	 0.50	11910
134.28	 0.50	 9560
118.03	 0.50	 8997
132.43	 0.50	10057
204.17	 0.50	10766
299.23	 0.50	11704
178.65	 0.50	12070
119.67	 0.50	 8307
186.21	 0.50	 8167
264.24	 0.50	16041
181.13	 0.50	10065
 89.13	 0.50	 9899
135.52	 0.50	11689
124.17	 0.50	11618
210.86	 0.50	11405
204.17	 0.50	14194
105.20	 0.50	14372
181.97	 0.50	11381
205.12	 0.50	15160
112.72	 0.50	 8429
326.59	 0.50	16075
260.62	 0.50	13696
108.14	 0.50	13926
151.36	 0.50	11537
212.81	 0.50	 9481
113.76	 0.35	11522
164.44	 0.50	15942
107.65	 0.50	 9153
126.47	 0.50	 8940
219.79	 0.50	15931
157.76	 0.50	11884
230.14	 0.50	13682
121.90	 0.40	 7074
151.36	 0.50	10104
261.82	 0.50	15581
182.81	 0.50	13739
244.34	 0.50	16584
243.22	 0.50	16258
243.22	 0.50	16181
113.24	 0.50	 9148
154.88	 0.50	 9131
114.29	 0.50	 8388
109.14	 0.50	12585
200.45	 0.50	14218
134.90	 0.50	13443
230.14	 0.50	15028
128.23	 0.50	12665
 86.70	 0.50	 8544
127.06	 0.50	 8039
149.97	 0.50	 8455
169.04	 0.50	12906
226.99	 0.50	15434
137.40	 0.50	10459
156.31	 0.50	10714
120.23	 0.50	12877
159.96	 0.50	12919
284.45	 0.50	15471
189.67	 0.50	15630
340.41	 0.50	15210
178.65	 0.50	14221
159.22	 0.50	11358
 72.44	 0.50	 4473
 95.06	 0.50	 7763
211.84	 0.50	15403
261.82	 0.50	13718
189.67	 0.50	13313
225.94	 0.50	13214
224.91	 0.50	14143
182.81	 0.50	15911
253.51	 0.50	12941
110.15	 0.50	 9997
121.34	 0.50	13773
151.36	 0.50	15914
223.87	 0.50	13361
175.39	 0.50	13167
157.04	 0.50	12844
120.23	 0.50	13047
130.62	 0.50	14059
168.27	 0.50	12602
229.09	 0.50	13919
105.20	 0.50	 9082
138.68	 0.50	14062
201.37	 0.50	13692
157.04	 0.50	14177
125.31	 0.50	12581
284.45	 0.50	13238
212.81	 0.50	15696
224.91	 0.50	13934
269.15	 0.50	15674
109.14	 0.50	13497
 88.72	 0.50	 6939
146.55	 0.50	11376
174.58	 0.50	12530
169.04	 0.50	12035
132.43	 0.50	11920
131.83	 0.50	11344
131.83	 0.50	11250
145.21	 0.50	13054
141.91	 0.35	11586
161.44	 0.50	12012
184.50	 0.50	13381
178.65	 0.50	12594
269.15	 0.50	12585
131.83	 0.50	11201
257.04	 0.50	15219
150.66	 0.50	13340
176.20	 0.50	15538
144.54	 0.50	12732
216.77	 0.50	15886
178.65	 0.50	12448
219.79	 0.50	13868
157.04	 0.50	14726
194.98	 0.50	15618
216.77	 0.50	14676
160.69	 0.50	10963
169.04	 0.50	14738
143.88	 0.50	12800
264.24	 0.50	12851
155.60	 0.50	11592
176.20	 0.50	13331
 72.11	 0.50	 6832
180.30	 0.50	13636
 74.47	 0.50	 6515
136.14	 0.50	 7732
130.62	 0.50	11913
243.22	 0.50	12814
149.97	 0.50	12042
190.55	 0.50	11801
162.18	 0.50	15707
131.83	 0.50	 8188
122.46	 0.50	 9616
114.29	 0.50	 8703
200.45	 0.50	12811
191.43	 0.50	13985
152.05	 0.50	11270
101.39	 0.50	 9919
150.66	 0.50	11114
180.30	 0.50	12408
